name,degree
http://bio2rdf.org/drugbank:BE0001921,10
http://bio2rdf.org/drugbank:BE0004500,16
http://bio2rdf.org/omim_resource:0fcd8dadbfe691036d73a9a78fb7235a,3
http://bio2rdf.org/drugbank:DB01161,13
http://bio2rdf.org/drugbank:BE0003544,47
http://bio2rdf.org/drugbank:DB01282,3
http://bio2rdf.org/omim_resource:e702fdffb4cbf5e02b3fd0dedc1d94b4,306
http://bio2rdf.org/drugbank:BE0000285,5
http://bio2rdf.org/omim:194072,4
http://bio2rdf.org/omim_resource:18ad2f79fa4d0c409d01f5615485950d,95
http://bio2rdf.org/drugbank:DB01050,39
http://bio2rdf.org/drugbank:BE0001399,9
http://bio2rdf.org/drugbank:DB01148,20
http://bio2rdf.org/drugbank:DB01174,61
http://bio2rdf.org/drugbank:DB00843,59
http://bio2rdf.org/drugbank:DB01229,134
http://bio2rdf.org/drugbank:BE0000418,56
http://bio2rdf.org/drugbank:DB03157,1
http://bio2rdf.org/drugbank:BE0003408,5
http://bio2rdf.org/drugbank:BE0003732,39
http://bio2rdf.org/omim_resource:6de17d3b669a1021e2e1d7699aa63a28,306
http://bio2rdf.org/omim_resource:579c9633f03c440ad00aa0c983c8a3da,3
http://bio2rdf.org/omim_resource:149eb1160a0f7fce0aa112ace8cd4c75,133
http://bio2rdf.org/drugbank:DB00814,11
http://bio2rdf.org/drugbank:BE0002384,72
http://bio2rdf.org/omim_resource:ef0ba8da36dae1e48ce3ae501a0a5a93,306
http://bio2rdf.org/drugbank:DB00786,25
http://bio2rdf.org/omim_resource:895707174e2ab32951d0683ce7298741,13
http://bio2rdf.org/omim:608220,1
http://bio2rdf.org/drugbank:DB00641,189
http://bio2rdf.org/drugbank:DB04925,1
http://bio2rdf.org/omim:613617,13
http://bio2rdf.org/omim:259900,3
http://bio2rdf.org/drugbank:DB02078,10
http://bio2rdf.org/omim:124000,25
http://bio2rdf.org/omim_resource:30f6fbebbfe51c64dbebe9f066b10864,79
http://bio2rdf.org/drugbank:DB00215,179
http://bio2rdf.org/omim:251880,10
http://bio2rdf.org/drugbank:DB01291,15
http://bio2rdf.org/omim_resource:de3ed1863000f67dbcca68d2645fd91d,242
http://bio2rdf.org/drugbank:DB00319,7
http://bio2rdf.org/omim:613763,8
http://bio2rdf.org/omim_resource:f0d9ddec16505fe81dbd99a804d5cf86,306
http://bio2rdf.org/omim:607208,11
http://bio2rdf.org/drugbank:BE0001019,97
http://bio2rdf.org/drugbank:DB02899,7
http://bio2rdf.org/drugbank:DB03151,2
http://bio2rdf.org/drugbank:DB00907,53
http://bio2rdf.org/drugbank:DB00449,21
http://bio2rdf.org/omim:613243,4
http://bio2rdf.org/drugbank:DB02344,1
http://bio2rdf.org/drugbank:DB00687,17
http://bio2rdf.org/omim_resource:7d02e92e0b4976a4fec7e37c9dbab0ca,432
http://bio2rdf.org/drugbank:DB00176,101
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0003873,216
http://bio2rdf.org/drugbank:DB01992,45
http://bio2rdf.org/omim:218500,4
http://bio2rdf.org/omim:300004,14
http://bio2rdf.org/drugbank:BE0004577,6
http://bio2rdf.org/omim:201810,17
http://bio2rdf.org/drugbank:BE0002122,22
http://bio2rdf.org/omim:143470,1
http://bio2rdf.org/drugbank:BE0001984,1
http://bio2rdf.org/omim:121210,11
http://bio2rdf.org/drugbank:DB00563,218
http://bio2rdf.org/omim_resource:63f62ac798a6d62fd8ce7a49c9252b5d,56
http://bio2rdf.org/drugbank:DB02145,1
http://bio2rdf.org/omim_resource:9a753d66eb5a38fe2ba74b2b6e550797,306
http://bio2rdf.org/omim_resource:c67cbac6a30a6af8c1b722105a8ecaba,36
http://bio2rdf.org/omim:266600,66
http://bio2rdf.org/omim_resource:ac5f567866b934a8d9cec6c10423fb4d,92
http://bio2rdf.org/drugbank:DB04315,64
http://bio2rdf.org/omim_resource:e80c6ee439e332c4213a1a143eb532c5,48
http://bio2rdf.org/omim:610444,8
http://bio2rdf.org/drugbank:DB00482,76
http://bio2rdf.org/drugbank:BE0004582,7
http://bio2rdf.org/omim_resource:2f11cbea4f0bb831dfbd9d0c2a1b8bef,7
http://bio2rdf.org/omim_resource:c47dbefac06f8a6869c62ca1cfe9529e,6
http://bio2rdf.org/omim_resource:687dbd7e59a00a7cb6625b79f429c130,242
http://bio2rdf.org/drugbank:DB04482,2
http://bio2rdf.org/omim_resource:480e9f2fc1149e1d57f722e2cb7591a2,133
http://bio2rdf.org/omim:516070,2
http://bio2rdf.org/drugbank:DB00317,60
http://bio2rdf.org/drugbank:BE0001109,38
http://bio2rdf.org/drugbank:BE0000660,16
http://bio2rdf.org/drugbank:DB01215,24
http://bio2rdf.org/omim:609533,4
http://bio2rdf.org/omim_resource:0a1ef90cffa2b47b5dbb2edaf471f907,44
http://bio2rdf.org/omim:612924,4
http://bio2rdf.org/drugbank:DB01175,76
http://bio2rdf.org/drugbank:BE0003493,16
http://bio2rdf.org/omim_resource:f3da1f851af6cebfc68e1854547c2a12,58
http://bio2rdf.org/omim:204100,7
http://bio2rdf.org/omim_resource:ea3fa9bbfd579f6c6d816bd86031d174,55
http://bio2rdf.org/drugbank:DB00420,30
http://bio2rdf.org/omim:162400,13
http://bio2rdf.org/omim:604454,5
http://bio2rdf.org/drugbank:BE0001062,88
http://bio2rdf.org/drugbank:DB01085,23
http://bio2rdf.org/omim_resource:53e8bcf1007290cb77b41d79e7c9440b,68
http://bio2rdf.org/omim:266500,2
http://bio2rdf.org/drugbank:DB01053,11
http://bio2rdf.org/omim:606408,9
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0684249,181
http://bio2rdf.org/drugbank:DB00005,136
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0149721,10
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0027051,101
http://bio2rdf.org/omim_resource:8f6b89dcd101e18b05cefff532b78880,250
http://bio2rdf.org/drugbank:BE0002252,17
http://bio2rdf.org/drugbank:DB07459,1
http://bio2rdf.org/drugbank:DB00631,7
http://bio2rdf.org/omim_resource:f7352351a3f67aa591a2509e30197c7f,110
http://bio2rdf.org/drugbank:DB07909,3
http://bio2rdf.org/drugbank:BE0001356,17
http://bio2rdf.org/drugbank:DB05147,15
http://bio2rdf.org/drugbank:DB01338,3
http://bio2rdf.org/drugbank:DB01283,9
http://bio2rdf.org/drugbank:DB08275,1
http://bio2rdf.org/omim:604777,4
http://bio2rdf.org/omim_resource:9b448daceaa38aea6978fcc0b3ec3e07,44
http://bio2rdf.org/drugbank:DB01589,26
http://bio2rdf.org/drugbank:BE0001861,33
http://bio2rdf.org/drugbank:DB01694,13
http://bio2rdf.org/drugbank:DB00665,17
http://bio2rdf.org/omim:256370,7
http://bio2rdf.org/drugbank:DB00167,5
http://bio2rdf.org/drugbank:DB04643,2
http://bio2rdf.org/omim_resource:2346c6f678972ae1119a55b97dc2e076,2
http://bio2rdf.org/drugbank:DB00607,7
http://bio2rdf.org/omim:613252,7
http://bio2rdf.org/drugbank:DB00233,7
http://bio2rdf.org/omim:613402,8
http://bio2rdf.org/drugbank:DB03342,1
http://bio2rdf.org/drugbank:BE0000917,38
http://bio2rdf.org/omim:104300,57
http://bio2rdf.org/drugbank:DB01077,10
http://bio2rdf.org/drugbank:DB00313,130
http://bio2rdf.org/omim_resource:cf895a549dd5087b7cee86e218b893e2,38
http://bio2rdf.org/omim:223900,13
http://bio2rdf.org/omim:601286,8
http://bio2rdf.org/drugbank:DB00908,33
http://bio2rdf.org/omim_resource:4cdb886aa617b05f26a61a39f138cadb,67
http://bio2rdf.org/omim:180300,220
http://bio2rdf.org/drugbank:DB00960,37
http://bio2rdf.org/omim_resource:5e81adf5ed94c9ea0f73a1fc21f9507a,306
http://bio2rdf.org/drugbank:DB00335,93
http://bio2rdf.org/drugbank:DB06150,3
http://bio2rdf.org/drugbank:BE0003106,19
http://bio2rdf.org/drugbank:DB00395,11
http://bio2rdf.org/drugbank:DB05744,4
http://bio2rdf.org/omim_resource:82825e5451499197f26127ec214c013d,79
http://bio2rdf.org/omim:204300,15
http://bio2rdf.org/omim:613769,13
http://bio2rdf.org/omim:604416,4
http://bio2rdf.org/drugbank:DB00441,156
http://bio2rdf.org/drugbank:BE0000211,26
http://bio2rdf.org/drugbank:DB00497,31
http://bio2rdf.org/drugbank:DB00040,5
http://bio2rdf.org/drugbank:BE0001027,51
http://bio2rdf.org/drugbank:DB03247,56
http://bio2rdf.org/omim:601287,4
http://bio2rdf.org/drugbank:DB00829,54
http://bio2rdf.org/drugbank:DB01363,13
http://bio2rdf.org/omim_resource:b1263f2a21edf483d27cded583e48dd9,242
http://bio2rdf.org/drugbank:BE0002212,30
http://bio2rdf.org/omim:608768,9
http://bio2rdf.org/omim:609311,6
http://bio2rdf.org/omim:179800,70
http://bio2rdf.org/omim:114290,4
http://bio2rdf.org/drugbank:DB00195,23
http://bio2rdf.org/drugbank:DB00990,37
http://bio2rdf.org/drugbank:DB00997,110
http://bio2rdf.org/omim_resource:df6ea74f371e37f92641b87e7d8a2e76,18
http://bio2rdf.org/omim:608643,5
http://bio2rdf.org/drugbank:DB00477,84
http://bio2rdf.org/drugbank:BE0000385,20
http://bio2rdf.org/omim:603903,13
http://bio2rdf.org/drugbank:DB00268,18
http://bio2rdf.org/omim:302045,7
http://bio2rdf.org/omim:231690,7
http://bio2rdf.org/drugbank:DB00312,28
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0011860,92
http://bio2rdf.org/drugbank:DB06711,11
http://bio2rdf.org/drugbank:DB00342,18
http://bio2rdf.org/omim_resource:65bc088d19e529075c7a54184f86f02a,306
http://bio2rdf.org/omim:600496,8
http://bio2rdf.org/drugbank:DB01233,23
http://bio2rdf.org/drugbank:DB00425,27
http://bio2rdf.org/omim_resource:654dc5f2a53cbe88255658daa53596aa,13
http://bio2rdf.org/omim:610153,4
http://bio2rdf.org/drugbank:DB00628,24
http://bio2rdf.org/drugbank:DB01006,95
http://bio2rdf.org/drugbank:BE0001126,26
http://bio2rdf.org/omim_resource:d60190107420e37a61d554b11f3ca147,13
http://bio2rdf.org/omim_resource:5e7d745ff510d6a03b9cedd172351317,84
http://bio2rdf.org/drugbank:DB00273,53
http://bio2rdf.org/drugbank:DB00145,52
http://bio2rdf.org/omim_resource:f79dc4a11a00ea30f797957fdb32e340,58
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0001973,55
http://bio2rdf.org/drugbank:BE0000067,36
http://bio2rdf.org/drugbank:DB04447,24
http://bio2rdf.org/drugbank:DB02279,1
http://bio2rdf.org/drugbank:BE0004734,23
http://bio2rdf.org/omim:219800,3
http://bio2rdf.org/drugbank:DB00334,211
http://bio2rdf.org/omim:145500,134
http://bio2rdf.org/drugbank:DB01321,3
http://bio2rdf.org/drugbank:BE0000050,16
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0002962,25
http://bio2rdf.org/omim_resource:703f297b05273a5476aadc802921f3fd,38
http://bio2rdf.org/drugbank:DB08231,44
http://bio2rdf.org/drugbank:BE0000018,6
http://bio2rdf.org/drugbank:DB08762,1
http://bio2rdf.org/omim_resource:6a295b1efaf41eab01c76cdbbb06d6fe,38
http://bio2rdf.org/drugbank:DB01588,25
http://bio2rdf.org/drugbank:DB08690,25
http://bio2rdf.org/drugbank:DB01041,75
http://bio2rdf.org/drugbank:DB00472,124
http://bio2rdf.org/omim_resource:aa63101af9d4e548effe5093a322ea1f,13
http://bio2rdf.org/omim_resource:58defedef6e896cacd59d909f561a00d,13
http://bio2rdf.org/drugbank:DB00690,27
http://bio2rdf.org/omim_resource:952639cee83b5fb87ac908b8f83d3667,133
http://bio2rdf.org/drugbank:DB02856,1
http://bio2rdf.org/drugbank:DB01076,200
http://bio2rdf.org/omim_resource:45e68929ec4e017d5bad51d61de409d2,93
http://bio2rdf.org/omim_resource:492d60a16177df8c2a88bbf182120658,14
http://bio2rdf.org/omim:614842,7
http://bio2rdf.org/drugbank:DB00610,13
http://bio2rdf.org/omim_resource:6b445887779418ba78747daa1073956d,133
http://bio2rdf.org/drugbank:DB01830,1
http://bio2rdf.org/drugbank:BE0000985,49
http://bio2rdf.org/drugbank:DB07918,9
http://bio2rdf.org/omim_resource:af0fde4dcfa6141bed056888b84fbb7d,14
http://bio2rdf.org/drugbank:BE0000923,103
http://bio2rdf.org/drugbank:DB01245,3
http://bio2rdf.org/drugbank:DB00224,14
http://bio2rdf.org/drugbank:DB00697,6
http://bio2rdf.org/drugbank:DB01073,29
http://bio2rdf.org/drugbank:DB01248,160
http://bio2rdf.org/drugbank:DB01142,69
http://bio2rdf.org/drugbank:DB01068,46
http://bio2rdf.org/drugbank:DB08211,1
http://bio2rdf.org/omim:208920,6
http://bio2rdf.org/drugbank:DB01171,26
http://bio2rdf.org/drugbank:DB00575,13
http://bio2rdf.org/omim:251120,7
http://bio2rdf.org/omim:613464,13
http://bio2rdf.org/omim:608516,266
http://bio2rdf.org/drugbank:DB00807,10
http://bio2rdf.org/drugbank:DB01942,53
http://bio2rdf.org/drugbank:DB00740,14
http://bio2rdf.org/omim_resource:abef80cb154745245efac87cdc22f129,6
http://bio2rdf.org/omim_resource:383b9f6c678a583701a9ded0d13fcadd,306
http://bio2rdf.org/omim_resource:9467622f20d05e7321d5465c468b4391,5
http://bio2rdf.org/drugbank:BE0000029,33
http://bio2rdf.org/omim:309900,5
http://bio2rdf.org/omim:234000,2
http://bio2rdf.org/drugbank:BE0004482,13
http://bio2rdf.org/omim_resource:52002b7b52dd06754ebe8ac766373c8c,44
http://bio2rdf.org/drugbank:BE0000604,6
http://bio2rdf.org/omim:607765,12
http://bio2rdf.org/drugbank:DB00682,186
http://bio2rdf.org/omim_resource:303609fcc343f9a3b879ca61d270f12c,57
http://bio2rdf.org/omim:181500,432
http://bio2rdf.org/drugbank:BE0001093,8
http://bio2rdf.org/omim_resource:7c1ceb90063dd5eedb964185c6929ea6,38
http://bio2rdf.org/drugbank:BE0000520,17
http://bio2rdf.org/drugbank:DB06712,60
http://bio2rdf.org/omim:613728,9
http://bio2rdf.org/omim:600881,8
http://bio2rdf.org/omim_resource:e527cfb28015c20ec41195aacd54b4bf,99
http://bio2rdf.org/drugbank:BE0003824,4
http://bio2rdf.org/drugbank:DB03837,1
http://bio2rdf.org/drugbank:DB00343,32
http://bio2rdf.org/drugbank:DB00668,46
http://bio2rdf.org/drugbank:DB00531,171
http://bio2rdf.org/omim:613837,7
http://bio2rdf.org/omim:230350,11
http://bio2rdf.org/drugbank:BE0003844,24
http://bio2rdf.org/drugbank:DB03224,1
http://bio2rdf.org/drugbank:DB02962,1
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0231528,39
http://bio2rdf.org/omim:613707,8
http://bio2rdf.org/omim_resource:aeb2f333ad34e2213254f230833fce90,14
http://bio2rdf.org/omim:601847,8
http://bio2rdf.org/drugbank:DB02764,3
http://bio2rdf.org/drugbank:BE0000926,17
http://bio2rdf.org/omim:606788,40
http://bio2rdf.org/omim:609242,5
http://bio2rdf.org/drugbank:BE0001080,17
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0023467,44
http://bio2rdf.org/drugbank:DB00544,265
http://bio2rdf.org/omim:152700,60
http://bio2rdf.org/drugbank:DB01179,12
http://bio2rdf.org/omim:611615,7
http://bio2rdf.org/omim_resource:34a0f53c968dc36740133cc6841216ac,11
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0004352,24
http://bio2rdf.org/omim_resource:95c8ff0a07be800e03e14b5d3f6b2dd2,37
http://bio2rdf.org/drugbank:DB01268,62
http://bio2rdf.org/omim_resource:662111d926094e05e380e5ab47a2db6d,246
http://bio2rdf.org/omim:300323,2
http://bio2rdf.org/drugbank:BE0002226,20
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0392525,26
http://bio2rdf.org/drugbank:DB00542,28
http://bio2rdf.org/drugbank:DB03359,1
http://bio2rdf.org/omim_resource:5b7efb7f7679a38f3de09f7650458333,44
http://bio2rdf.org/drugbank:DB00416,2
http://bio2rdf.org/drugbank:BE0001114,10
http://bio2rdf.org/omim_resource:ede737e05a6376c1a16f56692be0e8e3,12
http://bio2rdf.org/drugbank:DB07885,1
http://bio2rdf.org/drugbank:BE0000399,2
http://bio2rdf.org/omim_resource:6d516508503c2c8f2d3b36c43c47ece3,99
http://bio2rdf.org/omim_resource:680f94f69f7bed06596125b3c5d39aa1,306
http://bio2rdf.org/drugbank:DB00422,66
http://bio2rdf.org/omim:120970,6
http://bio2rdf.org/drugbank:DB05492,12
http://bio2rdf.org/drugbank:DB00849,38
http://bio2rdf.org/drugbank:DB04311,1
http://bio2rdf.org/drugbank:DB02670,2
http://bio2rdf.org/drugbank:DB08873,2
http://bio2rdf.org/omim_resource:7c688a162bc603431a5a83b222bdf4ac,9
http://bio2rdf.org/drugbank:BE0000175,4
http://bio2rdf.org/omim_resource:93e58c56d9647dd9bb059c6cb45437a5,133
http://bio2rdf.org/drugbank:BE0003859,14
http://bio2rdf.org/omim_resource:a0c383d49bfc3bcec4de3ed03d06d59b,12
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0451641,1
http://bio2rdf.org/drugbank:DB09229,12
http://bio2rdf.org/drugbank:DB01253,23
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0036337,388
http://bio2rdf.org/omim_resource:94c2ddbe724e0d5a5867e01deb061971,10
http://bio2rdf.org/drugbank:BE0003682,34
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0036341,388
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0442874,29
http://bio2rdf.org/omim_resource:a60156cc72ee554cd4cfa7a29c878341,59
http://bio2rdf.org/drugbank:DB04456,2
http://bio2rdf.org/omim:147050,11
http://bio2rdf.org/drugbank:DB00246,75
http://bio2rdf.org/omim_resource:a48a292793732e412e365e6b75af123d,30
http://bio2rdf.org/omim_resource:19c0d180d75cde945870f7104fc6a001,110
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0036572,185
http://bio2rdf.org/omim:601367,36
http://bio2rdf.org/omim:611067,4
http://bio2rdf.org/omim_resource:c79384eb3879d0421a62a16c18d66a1f,13
http://bio2rdf.org/omim:608013,14
http://bio2rdf.org/omim_resource:1b78c3b99fa54e8fb8dbcc29577c16f5,31
http://bio2rdf.org/drugbank:DB06148,76
http://bio2rdf.org/drugbank:DB04519,3
http://bio2rdf.org/omim_resource:f2042eca3376717b4d73288f07803255,5
http://bio2rdf.org/omim:205400,4
http://bio2rdf.org/omim_resource:8ca7a4a000c92a76379ddc407aaffd94,46
http://bio2rdf.org/drugbank:DB04395,56
http://bio2rdf.org/drugbank:DB08923,1
http://bio2rdf.org/drugbank:DB00635,54
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0027947,84
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0029456,18
http://bio2rdf.org/omim:300635,5
http://bio2rdf.org/drugbank:DB09166,22
http://bio2rdf.org/drugbank:DB05332,4
http://bio2rdf.org/drugbank:BE0000467,15
http://bio2rdf.org/omim:611302,3
http://bio2rdf.org/omim:232600,54
http://bio2rdf.org/drugbank:DB01744,2
http://bio2rdf.org/omim_resource:9a03a31d7ef2d1134dc0e3fcef4956f6,44
http://bio2rdf.org/omim:125853,95
http://bio2rdf.org/omim_resource:c38d15e841878e57bfb34cc27d037cb6,110
http://bio2rdf.org/drugbank:DB04265,4
http://bio2rdf.org/omim:611556,14
http://bio2rdf.org/drugbank:BE0002358,12
http://bio2rdf.org/omim_resource:bb6524b36802fe73f8adfa3a54cc8176,13
http://bio2rdf.org/drugbank:BE0000310,11
http://bio2rdf.org/omim:105200,9
http://bio2rdf.org/omim:211980,192
http://bio2rdf.org/drugbank:DB00598,51
http://bio2rdf.org/drugbank:BE0003855,15
http://bio2rdf.org/omim:115150,8
http://bio2rdf.org/drugbank:BE0000684,7
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0020517,30
http://bio2rdf.org/drugbank:DB07856,2
http://bio2rdf.org/drugbank:DB01752,43
http://bio2rdf.org/omim:607821,4
http://bio2rdf.org/drugbank:DB00675,158
http://bio2rdf.org/omim:610356,6
http://bio2rdf.org/drugbank:DB01254,49
http://bio2rdf.org/drugbank:DB01732,1
http://bio2rdf.org/drugbank:DB06871,2
http://bio2rdf.org/drugbank:DB01359,32
http://bio2rdf.org/drugbank:DB00950,12
http://bio2rdf.org/omim_resource:bb3960074169896d3729225777728a58,58
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0020538,240
http://bio2rdf.org/omim:169150,11
http://bio2rdf.org/drugbank:DB01198,22
http://bio2rdf.org/drugbank:DB01496,10
http://bio2rdf.org/drugbank:DB00457,19
http://bio2rdf.org/drugbank:DB01904,5
http://bio2rdf.org/drugbank:DB00495,53
http://bio2rdf.org/drugbank:BE0000405,65
http://bio2rdf.org/omim:609909,7
http://bio2rdf.org/drugbank:DB00970,14
http://bio2rdf.org/omim:612304,14
http://bio2rdf.org/drugbank:DB03949,1
http://bio2rdf.org/drugbank:BE0000984,44
http://bio2rdf.org/omim:609560,10
http://bio2rdf.org/omim_resource:b5b62b26e24bb29db9d4b12eaa9e7280,24
http://bio2rdf.org/drugbank:DB01082,32
http://bio2rdf.org/drugbank:DB03413,5
http://bio2rdf.org/drugbank:DB00801,19
http://bio2rdf.org/omim_resource:4fe4b9dfbf75cbeb600417a20a05b170,16
http://bio2rdf.org/omim:268000,13
http://bio2rdf.org/drugbank:BE0000729,19
http://bio2rdf.org/omim_resource:32af713fd1f1b9ee35c3b280b7b65637,6
http://bio2rdf.org/drugbank:DB08087,1
http://bio2rdf.org/drugbank:DB07715,3
http://bio2rdf.org/drugbank:BE0001108,29
http://bio2rdf.org/omim:601626,44
http://bio2rdf.org/drugbank:BE0004558,6
http://bio2rdf.org/omim:258450,6
http://bio2rdf.org/drugbank:DB06216,37
http://bio2rdf.org/omim_resource:46f7e62e0725c6af40312e479cd1974e,42
http://bio2rdf.org/omim_resource:349f2c9ca263a6814ea33c99cfc3c521,13
http://bio2rdf.org/drugbank:DB03068,1
http://bio2rdf.org/omim_resource:a96665e050b0e64b73706e212f1246ac,37
http://bio2rdf.org/drugbank:DB00458,84
http://bio2rdf.org/drugbank:DB00502,73
http://bio2rdf.org/omim:609741,8
http://bio2rdf.org/drugbank:BE0000773,8
http://bio2rdf.org/drugbank:DB04077,29
http://bio2rdf.org/omim_resource:3e3fd16079fb85ea90d0afdcbc8c0290,38
http://www4.wiwiss.fu-berlin.de/sider/resource/side_effects/C0024591,43
http://bio2rdf.org/drugbank:DB01267,36
http://bio2rdf.org/omim_resource:2785d6d7e8657e40520f8a74bd990329,44
http://bio2rdf.org/drugbank:BE0002451,4
http://bio2rdf.org/omim_resource:7c5b314e731e1811d88064671341f86b,14
http://bio2rdf.org/drugbank:BE0003513,37
http://bio2rdf.org/omim_resource:c880af6500cce9dc9f5e7b99d0014f99,17
http://bio2rdf.org/drugbank:BE0000229,24
http://bio2rdf.org/omim:176860,14
http://bio2rdf.org/omim:613750,13
http://bio2rdf.org/drugbank:DB00072,36
http://bio2rdf.org/drugbank:DB00774,16
http://bio2rdf.org/omim_resource:121bca4070a6208d488cc153ecb3cf85,6
http://bio2rdf.org/omim:117210,9
http://bio2rdf.org/omim_resource:f9f70acf6db0d305aaab853266a501e1,20
http://bio2rdf.org/drugbank:DB07804,1
http://bio2rdf.org/omim:609304,8
http://bio2rdf.org/drugbank:DB01224,82
http://bio2rdf.org/drugbank:DB01208,6
http://bio2rdf.org/omim_resource:cc8744528324d8c796781284818aec6a,2
http://bio2rdf.org/omim:158590,9
http://bio2rdf.org/omim_resource:d89d21c2ecb13d2dac34d5e72de107ef,39
http://bio2rdf.org/omim:613065,180
http://bio2rdf.org/omim_resource:03f88da7cf8e90600568bca094e99520,5
http://bio2rdf.org/omim:256450,13
http://bio2rdf.org/omim_resource:c434e2f25ba383045f90ea3a33b8817c,7
http://bio2rdf.org/omim:614465,2
