name,type,cluster
http://bio2rdf.org/drugbank:DB00792,Drug,6
http://bio2rdf.org/drugbank:DB01246,Drug,6
http://bio2rdf.org/drugbank:DB01146,Drug,6
http://bio2rdf.org/drugbank:DB00637,Drug,6
http://bio2rdf.org/drugbank:DB00673,Drug,6
http://bio2rdf.org/drugbank:DB00455,Drug,6
http://bio2rdf.org/drugbank:DB08802,Drug,6
http://bio2rdf.org/drugbank:DB01176,Drug,6
http://bio2rdf.org/drugbank:DB06663,Drug,6
http://bio2rdf.org/drugbank:DB00366,Drug,6
http://bio2rdf.org/drugbank:DB01594,Drug,7
http://bio2rdf.org/drugbank:DB01215,Drug,7
http://bio2rdf.org/drugbank:DB01589,Drug,7
http://bio2rdf.org/drugbank:DB00312,Drug,7
http://bio2rdf.org/drugbank:DB00425,Drug,7
http://bio2rdf.org/drugbank:DB00628,Drug,7
http://bio2rdf.org/drugbank:DB01588,Drug,7
http://bio2rdf.org/drugbank:DB00690,Drug,7
http://bio2rdf.org/drugbank:DB09166,Drug,7
http://bio2rdf.org/drugbank:DB01198,Drug,7
http://bio2rdf.org/drugbank:DB00801,Drug,7
http://bio2rdf.org/drugbank:DB08811,Drug,7
http://bio2rdf.org/drugbank:DB00371,Drug,7
http://bio2rdf.org/drugbank:DB09017,Drug,7
http://bio2rdf.org/drugbank:DB00599,Drug,7
http://bio2rdf.org/drugbank:DB00402,Drug,7
http://bio2rdf.org/drugbank:DB01476,Drug,7
http://bio2rdf.org/drugbank:DB01351,Drug,7
http://bio2rdf.org/drugbank:DB00186,Drug,7
http://bio2rdf.org/drugbank:DB01567,Drug,7
http://bio2rdf.org/drugbank:DB02530,Drug,7
http://bio2rdf.org/drugbank:DB06554,Drug,7
http://bio2rdf.org/drugbank:DB01511,Drug,7
http://bio2rdf.org/drugbank:DB04833,Drug,7
http://bio2rdf.org/drugbank:DB00231,Drug,7
http://bio2rdf.org/drugbank:DB01595,Drug,7
http://bio2rdf.org/drugbank:DB00404,Drug,7
http://bio2rdf.org/drugbank:DB00475,Drug,7
http://bio2rdf.org/drugbank:DB00842,Drug,7
http://bio2rdf.org/drugbank:DB01558,Drug,7
http://bio2rdf.org/drugbank:DB01205,Drug,7
http://bio2rdf.org/drugbank:DB06716,Drug,7
http://bio2rdf.org/drugbank:DB01437,Drug,7
http://bio2rdf.org/drugbank:DB01553,Drug,7
http://bio2rdf.org/drugbank:DB01545,Drug,7
http://bio2rdf.org/drugbank:DB01559,Drug,7
http://bio2rdf.org/drugbank:DB00418,Drug,7
http://bio2rdf.org/drugbank:DB00897,Drug,7
http://bio2rdf.org/drugbank:DB01544,Drug,7
http://bio2rdf.org/drugbank:DB01154,Drug,7
http://bio2rdf.org/drugbank:DB00546,Drug,7
http://bio2rdf.org/drugbank:DB05087,Drug,7
http://bio2rdf.org/drugbank:DB01587,Drug,7
http://bio2rdf.org/drugbank:DB01068,Drug,8
http://bio2rdf.org/drugbank:DB00909,Drug,8
http://bio2rdf.org/drugbank:DB00132,Drug,8
http://bio2rdf.org/drugbank:DB00847,Drug,8
http://bio2rdf.org/drugbank:DB03991,Drug,8
http://bio2rdf.org/drugbank:DB00198,Drug,8
http://bio2rdf.org/drugbank:DB01202,Drug,8
http://bio2rdf.org/drugbank:DB01148,Drug,9
http://bio2rdf.org/drugbank:DB03849,Drug,9
http://bio2rdf.org/drugbank:DB01113,Drug,9
http://bio2rdf.org/drugbank:DB00131,Drug,9
http://bio2rdf.org/drugbank:DB01791,Drug,9
http://bio2rdf.org/drugbank:DB00862,Drug,9
http://bio2rdf.org/drugbank:DB00277,Drug,9
http://bio2rdf.org/drugbank:DB00651,Drug,9
http://bio2rdf.org/drugbank:DB04530,Drug,9
http://bio2rdf.org/drugbank:DB00920,Drug,9
http://bio2rdf.org/drugbank:DB00824,Drug,9
http://bio2rdf.org/drugbank:DB00201,Drug,9
http://bio2rdf.org/drugbank:DB01303,Drug,9
http://bio2rdf.org/drugbank:DB05262,Drug,9
http://bio2rdf.org/drugbank:DB01954,Drug,9
http://bio2rdf.org/drugbank:DB01166,Drug,9
http://bio2rdf.org/drugbank:DB09273,Drug,9
http://bio2rdf.org/drugbank:DB01088,Drug,9
http://bio2rdf.org/drugbank:DB03606,Drug,9
http://bio2rdf.org/drugbank:DB01972,Drug,9
http://bio2rdf.org/drugbank:DB01223,Drug,9
http://bio2rdf.org/drugbank:DB05266,Drug,9
http://bio2rdf.org/drugbank:DB00806,Drug,9
http://bio2rdf.org/drugbank:DB00975,Drug,9
http://bio2rdf.org/drugbank:DB00235,Drug,9
http://bio2rdf.org/drugbank:DB07954,Drug,9
http://bio2rdf.org/drugbank:DB02660,Drug,9
http://bio2rdf.org/drugbank:DB02315,Drug,9
http://bio2rdf.org/drugbank:DB06751,Drug,9
http://bio2rdf.org/drugbank:DB04880,Drug,9
http://bio2rdf.org/drugbank:DB01656,Drug,9
http://bio2rdf.org/drugbank:DB04149,Drug,9
http://bio2rdf.org/drugbank:DB00373,Drug,10
http://bio2rdf.org/drugbank:DB01136,Drug,10
http://bio2rdf.org/drugbank:DB00734,Drug,10
http://bio2rdf.org/drugbank:DB00264,Drug,10
http://bio2rdf.org/drugbank:DB01151,Drug,10
http://bio2rdf.org/drugbank:DB04840,Drug,10
http://bio2rdf.org/drugbank:DB01392,Drug,10
http://bio2rdf.org/drugbank:DB00687,Drug,11
http://bio2rdf.org/drugbank:DB03100,Drug,11
http://bio2rdf.org/drugbank:DB01134,Drug,11
http://bio2rdf.org/drugbank:DB02141,Drug,11
http://bio2rdf.org/drugbank:DB01349,Drug,11
http://bio2rdf.org/drugbank:DB00155,Drug,11
http://bio2rdf.org/drugbank:DB01347,Drug,11
http://bio2rdf.org/drugbank:DB04534,Drug,11
http://bio2rdf.org/drugbank:DB00700,Drug,11
http://bio2rdf.org/drugbank:DB04559,Drug,11
http://bio2rdf.org/drugbank:DB02234,Drug,11
http://bio2rdf.org/drugbank:DB03144,Drug,11
http://bio2rdf.org/drugbank:DB00360,Drug,11
http://bio2rdf.org/drugbank:DB00125,Drug,11
http://bio2rdf.org/drugbank:DB02911,Drug,11
http://bio2rdf.org/drugbank:DB04630,Drug,11
http://bio2rdf.org/drugbank:DB02027,Drug,11
http://bio2rdf.org/drugbank:DB03332,Drug,11
http://bio2rdf.org/drugbank:DB03963,Drug,11
http://bio2rdf.org/drugbank:DB04652,Drug,11
http://bio2rdf.org/drugbank:DB04018,Drug,11
http://bio2rdf.org/drugbank:DB01092,Drug,11
http://bio2rdf.org/drugbank:DB00876,Drug,11
http://bio2rdf.org/drugbank:DB02077,Drug,11
http://bio2rdf.org/drugbank:DB02692,Drug,11
http://bio2rdf.org/drugbank:DB03065,Drug,11
http://bio2rdf.org/drugbank:DB01997,Drug,11
http://bio2rdf.org/drugbank:DB03707,Drug,11
http://bio2rdf.org/drugbank:DB01686,Drug,11
http://bio2rdf.org/drugbank:DB02207,Drug,11
http://bio2rdf.org/drugbank:DB03918,Drug,11
http://bio2rdf.org/drugbank:DB02979,Drug,11
http://bio2rdf.org/drugbank:DB02589,Drug,11
http://bio2rdf.org/drugbank:DB03305,Drug,11
http://bio2rdf.org/drugbank:DB01833,Drug,11
http://bio2rdf.org/drugbank:DB02335,Drug,11
http://bio2rdf.org/drugbank:DB04223,Drug,11
http://bio2rdf.org/drugbank:DB03910,Drug,11
http://bio2rdf.org/drugbank:DB00966,Drug,11
http://bio2rdf.org/drugbank:DB02044,Drug,11
http://bio2rdf.org/drugbank:DB01821,Drug,11
http://bio2rdf.org/drugbank:DB01342,Drug,11
http://bio2rdf.org/drugbank:DB03974,Drug,11
http://bio2rdf.org/drugbank:DB02048,Drug,11
http://bio2rdf.org/drugbank:DB03014,Drug,11
http://bio2rdf.org/drugbank:DB03684,Drug,11
http://bio2rdf.org/drugbank:DB04402,Drug,11
http://bio2rdf.org/drugbank:DB01867,Drug,11
http://bio2rdf.org/drugbank:DB04399,Drug,11
http://bio2rdf.org/drugbank:DB01082,Drug,12
http://bio2rdf.org/drugbank:DB00440,Drug,12
http://bio2rdf.org/drugbank:DB01015,Drug,12
http://bio2rdf.org/drugbank:DB00330,Drug,12
http://bio2rdf.org/drugbank:DB01045,Drug,12
http://bio2rdf.org/drugbank:DB00290,Drug,12
http://bio2rdf.org/drugbank:DB00951,Drug,12
http://bio2rdf.org/drugbank:DB00339,Drug,12
http://bio2rdf.org/drugbank:DB00851,Drug,12
http://bio2rdf.org/drugbank:DB01275,Drug,12
http://bio2rdf.org/drugbank:DB00615,Drug,12
http://bio2rdf.org/drugbank:DB08604,Drug,12
http://bio2rdf.org/drugbank:DB00891,Drug,12
http://bio2rdf.org/drugbank:DB01582,Drug,12
http://bio2rdf.org/drugbank:DB00150,Drug,12
http://bio2rdf.org/drugbank:DB01073,Drug,13
http://bio2rdf.org/drugbank:DB01268,Drug,13
http://bio2rdf.org/drugbank:DB01254,Drug,13
http://bio2rdf.org/drugbank:DB00398,Drug,13
http://bio2rdf.org/drugbank:DB01367,Drug,13
http://bio2rdf.org/drugbank:DB03147,Drug,13
http://bio2rdf.org/drugbank:DB00993,Drug,13
http://bio2rdf.org/drugbank:DB00142,Drug,13
http://bio2rdf.org/drugbank:DB01169,Drug,13
http://bio2rdf.org/drugbank:DB00170,Drug,13
http://bio2rdf.org/drugbank:DB02059,Drug,13
http://bio2rdf.org/drugbank:DB00266,Drug,13
http://bio2rdf.org/drugbank:DB00127,Drug,13
http://bio2rdf.org/drugbank:DB01962,Drug,13
http://bio2rdf.org/drugbank:DB07664,Drug,13
http://bio2rdf.org/drugbank:DB01839,Drug,13
http://bio2rdf.org/drugbank:DB02395,Drug,13
http://bio2rdf.org/drugbank:DB02779,Drug,13
http://bio2rdf.org/drugbank:DB02930,Drug,13
http://bio2rdf.org/drugbank:DB02400,Drug,13
http://bio2rdf.org/drugbank:DB04751,Drug,13
http://bio2rdf.org/drugbank:DB00130,Drug,13
http://bio2rdf.org/drugbank:DB04090,Drug,13
http://bio2rdf.org/drugbank:DB01927,Drug,13
http://bio2rdf.org/drugbank:DB03626,Drug,13
http://bio2rdf.org/drugbank:DB03431,Drug,13
http://bio2rdf.org/drugbank:DB03261,Drug,13
http://bio2rdf.org/drugbank:DB03127,Drug,14
http://bio2rdf.org/drugbank:DB00214,Drug,14
http://bio2rdf.org/drugbank:DB00912,Drug,14
http://bio2rdf.org/drugbank:DB00695,Drug,14
http://bio2rdf.org/drugbank:DB00310,Drug,14
http://bio2rdf.org/drugbank:DB08914,Drug,14
http://bio2rdf.org/drugbank:DB00350,Drug,14
http://bio2rdf.org/drugbank:DB00761,Drug,14
http://bio2rdf.org/drugbank:DB00887,Drug,14
http://bio2rdf.org/drugbank:DB01067,Drug,14
http://bio2rdf.org/drugbank:DB00421,Drug,14
http://bio2rdf.org/drugbank:DB01306,Drug,14
http://bio2rdf.org/drugbank:DB01016,Drug,14
http://bio2rdf.org/drugbank:DB01251,Drug,14
http://bio2rdf.org/drugbank:DB08962,Drug,14
http://bio2rdf.org/drugbank:DB09015,Drug,14
http://bio2rdf.org/drugbank:DB02772,Drug,14
http://bio2rdf.org/drugbank:DB00672,Drug,14
http://bio2rdf.org/drugbank:DB00284,Drug,14
http://bio2rdf.org/drugbank:DB01252,Drug,14
http://bio2rdf.org/drugbank:DB01120,Drug,14
http://bio2rdf.org/drugbank:DB00594,Drug,14
http://bio2rdf.org/drugbank:DB03059,Drug,14
http://bio2rdf.org/drugbank:DB01124,Drug,14
http://bio2rdf.org/drugbank:DB00222,Drug,14
http://bio2rdf.org/drugbank:DB00491,Drug,14
http://bio2rdf.org/drugbank:DB04878,Drug,14
http://bio2rdf.org/drugbank:DB00808,Drug,14
http://bio2rdf.org/drugbank:DB00903,Drug,14
http://bio2rdf.org/drugbank:DB00384,Drug,14
http://bio2rdf.org/drugbank:DB00047,Drug,14
http://bio2rdf.org/drugbank:DB00731,Drug,14
http://bio2rdf.org/drugbank:DB00046,Drug,14
http://bio2rdf.org/drugbank:DB01012,Drug,14
http://bio2rdf.org/drugbank:DB06655,Drug,14
http://bio2rdf.org/drugbank:DB02925,Drug,14
http://bio2rdf.org/drugbank:DB01973,Drug,14
http://bio2rdf.org/drugbank:DB01309,Drug,14
http://bio2rdf.org/drugbank:DB01289,Drug,14
http://bio2rdf.org/drugbank:DB00839,Drug,14
http://bio2rdf.org/drugbank:DB00524,Drug,14
http://bio2rdf.org/drugbank:DB00414,Drug,14
http://bio2rdf.org/drugbank:DB03976,Drug,14
http://bio2rdf.org/drugbank:DB01001,Drug,15
http://bio2rdf.org/drugbank:DB08893,Drug,15
http://bio2rdf.org/drugbank:DB04846,Drug,15
http://bio2rdf.org/drugbank:DB08808,Drug,15
http://bio2rdf.org/drugbank:DB08952,Drug,15
http://bio2rdf.org/drugbank:DB00390,Drug,15
http://bio2rdf.org/drugbank:DB08807,Drug,15
http://bio2rdf.org/drugbank:DB09080,Drug,15
http://bio2rdf.org/drugbank:DB05039,Drug,15
http://bio2rdf.org/drugbank:DB04861,Drug,15
http://bio2rdf.org/drugbank:DB01505,Drug,15
http://bio2rdf.org/drugbank:DB01222,Drug,15
http://bio2rdf.org/drugbank:DB00167,Drug,16
http://bio2rdf.org/drugbank:DB04272,Drug,16
http://bio2rdf.org/drugbank:DB00121,Drug,16
http://bio2rdf.org/drugbank:DB00114,Drug,16
http://bio2rdf.org/drugbank:DB04551,Drug,16
http://bio2rdf.org/drugbank:DB00116,Drug,16
http://bio2rdf.org/drugbank:DB02262,Drug,16
http://bio2rdf.org/drugbank:DB00119,Drug,16
http://bio2rdf.org/drugbank:DB00118,Drug,16
http://bio2rdf.org/drugbank:DB04083,Drug,16
http://bio2rdf.org/drugbank:DB02142,Drug,16
http://bio2rdf.org/drugbank:DB02701,Drug,16
http://bio2rdf.org/drugbank:DB00133,Drug,16
http://bio2rdf.org/drugbank:DB00128,Drug,16
http://bio2rdf.org/drugbank:DB03256,Drug,16
http://bio2rdf.org/drugbank:DB00160,Drug,16
http://bio2rdf.org/drugbank:DB01272,Drug,16
http://bio2rdf.org/drugbank:DB02761,Drug,16
http://bio2rdf.org/drugbank:DB02320,Drug,16
http://bio2rdf.org/drugbank:DB03940,Drug,16
http://bio2rdf.org/drugbank:DB00134,Drug,16
http://bio2rdf.org/drugbank:DB04299,Drug,16
http://bio2rdf.org/drugbank:DB00149,Drug,16
http://bio2rdf.org/drugbank:DB00017,Drug,16
http://bio2rdf.org/drugbank:DB01727,Drug,16
http://bio2rdf.org/drugbank:DB00048,Drug,16
http://bio2rdf.org/drugbank:DB00165,Drug,16
http://bio2rdf.org/drugbank:DB09270,Drug,16
http://bio2rdf.org/drugbank:DB00799,Drug,17
http://bio2rdf.org/drugbank:DB00162,Drug,17
http://bio2rdf.org/drugbank:DB00926,Drug,17
http://bio2rdf.org/drugbank:DB00459,Drug,17
http://bio2rdf.org/drugbank:DB07080,Drug,17
http://bio2rdf.org/drugbank:DB00210,Drug,17
http://bio2rdf.org/drugbank:DB00755,Drug,17
http://bio2rdf.org/drugbank:DB00523,Drug,17
http://bio2rdf.org/drugbank:DB00307,Drug,17
http://bio2rdf.org/drugbank:DB03316,Drug,17
http://bio2rdf.org/drugbank:DB00184,Drug,18
http://bio2rdf.org/drugbank:DB00674,Drug,18
http://bio2rdf.org/drugbank:DB00657,Drug,18
http://bio2rdf.org/drugbank:DB00989,Drug,18
http://bio2rdf.org/drugbank:DB01135,Drug,18
http://bio2rdf.org/drugbank:DB01199,Drug,18
http://bio2rdf.org/drugbank:DB05137,Drug,18
http://bio2rdf.org/drugbank:DB00848,Drug,18
http://bio2rdf.org/drugbank:DB01273,Drug,18
http://bio2rdf.org/drugbank:DB01116,Drug,18
http://bio2rdf.org/drugbank:DB00122,Drug,18
http://bio2rdf.org/drugbank:DB08838,Drug,18
http://bio2rdf.org/drugbank:DB00732,Drug,18
http://bio2rdf.org/drugbank:DB01226,Drug,18
http://bio2rdf.org/drugbank:DB00483,Drug,18
http://bio2rdf.org/drugbank:DB05740,Drug,18
http://bio2rdf.org/drugbank:DB00728,Drug,18
http://bio2rdf.org/drugbank:DB00565,Drug,18
http://bio2rdf.org/drugbank:DB03568,Drug,18
http://bio2rdf.org/drugbank:DB01942,Drug,19
http://bio2rdf.org/drugbank:DB00774,Drug,19
http://bio2rdf.org/drugbank:DB00999,Drug,19
http://bio2rdf.org/drugbank:DB03904,Drug,19
http://bio2rdf.org/drugbank:DB01325,Drug,19
http://bio2rdf.org/drugbank:DB00232,Drug,19
http://bio2rdf.org/drugbank:DB01119,Drug,19
http://bio2rdf.org/drugbank:DB02679,Drug,19
http://bio2rdf.org/drugbank:DB00436,Drug,19
http://bio2rdf.org/drugbank:DB00880,Drug,19
http://bio2rdf.org/drugbank:DB00606,Drug,19
http://bio2rdf.org/drugbank:DB00562,Drug,19
http://bio2rdf.org/drugbank:DB01021,Drug,19
http://bio2rdf.org/drugbank:DB01031,Drug,19
http://bio2rdf.org/drugbank:DB03975,Drug,19
http://bio2rdf.org/drugbank:DB01003,Drug,19
http://bio2rdf.org/drugbank:DB03674,Drug,19
http://bio2rdf.org/drugbank:DB03385,Drug,19
http://bio2rdf.org/drugbank:DB01390,Drug,19
http://bio2rdf.org/drugbank:DB09245,Drug,20
http://bio2rdf.org/drugbank:DB00780,Drug,20
http://bio2rdf.org/drugbank:DB01363,Drug,20
http://bio2rdf.org/drugbank:DB01171,Drug,20
http://bio2rdf.org/drugbank:DB01037,Drug,20
http://bio2rdf.org/drugbank:DB04818,Drug,20
http://bio2rdf.org/drugbank:DB00206,Drug,20
http://bio2rdf.org/drugbank:DB01235,Drug,20
http://bio2rdf.org/drugbank:DB04821,Drug,20
http://bio2rdf.org/drugbank:DB01247,Drug,20
http://bio2rdf.org/drugbank:DB00172,Drug,20
http://bio2rdf.org/drugbank:DB01213,Drug,20
http://bio2rdf.org/drugbank:DB00822,Drug,20
http://bio2rdf.org/drugbank:DB01472,Drug,20
http://bio2rdf.org/drugbank:DB04400,Drug,20
http://bio2rdf.org/drugbank:DB00120,Drug,20
http://bio2rdf.org/drugbank:DB00968,Drug,20
http://bio2rdf.org/drugbank:DB01677,Drug,20
http://bio2rdf.org/drugbank:DB09247,Drug,20
http://bio2rdf.org/drugbank:DB00323,Drug,20
http://bio2rdf.org/drugbank:DB01546,Drug,20
http://bio2rdf.org/drugbank:DB00190,Drug,20
http://bio2rdf.org/drugbank:DB00494,Drug,20
http://bio2rdf.org/drugbank:DB00148,Drug,20
http://bio2rdf.org/drugbank:DB02637,Drug,20
http://bio2rdf.org/drugbank:DB00117,Drug,20
http://bio2rdf.org/drugbank:DB09244,Drug,20
http://bio2rdf.org/drugbank:DB02377,Drug,20
http://bio2rdf.org/drugbank:DB00348,Drug,20
http://bio2rdf.org/drugbank:DB00135,Drug,20
http://bio2rdf.org/drugbank:DB00563,Drug,21
http://bio2rdf.org/drugbank:DB00631,Drug,21
http://bio2rdf.org/drugbank:DB00531,Drug,21
http://bio2rdf.org/drugbank:DB00635,Drug,21
http://bio2rdf.org/drugbank:DB03309,Drug,21
http://bio2rdf.org/drugbank:DB00541,Drug,21
http://bio2rdf.org/drugbank:DB01033,Drug,21
http://bio2rdf.org/drugbank:DB00987,Drug,21
http://bio2rdf.org/drugbank:DB00513,Drug,21
http://bio2rdf.org/drugbank:DB01177,Drug,21
http://bio2rdf.org/drugbank:DB00694,Drug,21
http://bio2rdf.org/drugbank:DB00352,Drug,21
http://bio2rdf.org/drugbank:DB01005,Drug,21
http://bio2rdf.org/drugbank:DB00242,Drug,21
http://bio2rdf.org/drugbank:DB00023,Drug,21
http://bio2rdf.org/drugbank:DB03206,Drug,21
http://bio2rdf.org/drugbank:DB00174,Drug,21
http://bio2rdf.org/drugbank:DB04419,Drug,21
http://bio2rdf.org/drugbank:DB00449,Drug,22
http://bio2rdf.org/drugbank:DB06711,Drug,22
http://bio2rdf.org/drugbank:DB00610,Drug,22
http://bio2rdf.org/drugbank:DB00697,Drug,22
http://bio2rdf.org/drugbank:DB00575,Drug,22
http://bio2rdf.org/drugbank:DB05492,Drug,22
http://bio2rdf.org/drugbank:DB01253,Drug,22
http://bio2rdf.org/drugbank:DB00457,Drug,22
http://bio2rdf.org/drugbank:DB00852,Drug,22
http://bio2rdf.org/drugbank:DB00633,Drug,22
http://bio2rdf.org/drugbank:DB00353,Drug,22
http://bio2rdf.org/drugbank:DB00388,Drug,22
http://bio2rdf.org/drugbank:DB01364,Drug,22
http://bio2rdf.org/drugbank:DB00935,Drug,22
http://bio2rdf.org/drugbank:DB00797,Drug,22
http://bio2rdf.org/drugbank:DB01100,Drug,22
http://bio2rdf.org/drugbank:DB00211,Drug,22
http://bio2rdf.org/drugbank:DB06764,Drug,22
http://bio2rdf.org/drugbank:DB00629,Drug,22
http://bio2rdf.org/drugbank:DB06207,Drug,22
http://bio2rdf.org/drugbank:DB00692,Drug,22
http://bio2rdf.org/drugbank:DB09204,Drug,22
http://bio2rdf.org/drugbank:DB00925,Drug,22
http://bio2rdf.org/drugbank:DB00346,Drug,22
http://bio2rdf.org/drugbank:DB06694,Drug,22
http://bio2rdf.org/drugbank:DB00723,Drug,22
http://bio2rdf.org/drugbank:DB01018,Drug,22
http://bio2rdf.org/drugbank:DB00298,Drug,22
http://bio2rdf.org/drugbank:DB09205,Drug,22
